Suburb,Rooms,Type,SellerG,Date,Distance,Postcode,Bedroom,Bathroom,Car,Landsize,Regionname,Propertycount,Price,Distance_bin,Total Space
Spotswood,3,h,hockingstuart,9/3/2016,7.7,3015,3,1,3,690,Western Metropolitan,1223,1040000,Nearby,10
St Kilda,2,u,hockingstuart,9/3/2016,6.1,3182,2,1,1,50,Southern Metropolitan,13240,509000,Nearby,6
St Kilda,4,h,hockingstuart,9/3/2016,6.1,3182,3,3,1,593,Southern Metropolitan,13240,2400000,Nearby,11
St Kilda,1,u,McGrath,9/3/2016,6.1,3182,1,1,1,50,Southern Metropolitan,13240,380000,Nearby,4
St Kilda,2,u,Gary,9/3/2016,6.1,3182,1,1,1,50,Southern Metropolitan,13240,502000,Nearby,5
Strathmore,3,h,Considine,9/3/2016,9.7,3041,3,2,2,662,Western Metropolitan,3284,905000,Nearby,10
Strathmore,4,h,Frank,9/3/2016,9.7,3041,3,3,1,537,Western Metropolitan,3284,1055000,Nearby,11
Strathmore,4,h,Nelson,9/3/2016,9.7,3041,3,3,1,537,Western Metropolitan,3284,1390000,Nearby,11
Strathmore,4,h,Considine,9/3/2016,9.7,3041,4,2,2,699,Western Metropolitan,3284,1052000,Nearby,12
Sunshine,3,h,GL,9/3/2016,12.6,3020,3,3,1,537,Western Metropolitan,3755,670000,Nearby,10
Sunshine,2,u,Douglas,9/3/2016,12.6,3020,2,1,1,79,Western Metropolitan,3755,260000,Nearby,6
Sunshine North,3,h,Douglas,9/3/2016,13.3,3020,3,3,1,537,Western Metropolitan,4217,650000,Nearby,10
Sunshine North,4,h,Barry,9/3/2016,13.3,3020,4,1,1,683,Western Metropolitan,4217,716000,Nearby,10
Sunshine West,4,h,Sweeney,9/3/2016,13.5,3020,3,3,1,537,Western Metropolitan,6763,661000,Nearby,11
Sunshine West,3,h,Barry,9/3/2016,13.5,3020,3,1,2,780,Western Metropolitan,6763,496000,Nearby,9
Surrey Hills,4,h,Marshall,9/3/2016,11.2,3127,4,3,2,596,Southern Metropolitan,5457,2440000,Nearby,13
Surrey Hills,3,t,Fletchers,9/3/2016,11.2,3127,4,2,2,401,Southern Metropolitan,5457,1110000,Nearby,11
Surrey Hills,4,h,Fletchers,9/3/2016,11.2,3127,4,3,2,771,Southern Metropolitan,5457,2128000,Nearby,13
Surrey Hills,3,h,Noel,9/3/2016,11.2,3127,3,1,2,843,Southern Metropolitan,5457,2009000,Nearby,9
Surrey Hills,5,h,RT,9/3/2016,11.2,3127,5,3,2,735,Southern Metropolitan,5457,2200000,Nearby,15
Templestowe Lower,3,h,Ray,9/3/2016,13.8,3107,4,2,2,649,Eastern Metropolitan,5420,1150000,Nearby,11
Templestowe Lower,4,h,Zahn,9/3/2016,13.8,3107,4,2,2,657,Eastern Metropolitan,5420,1201000,Nearby,12
Thornbury,3,u,Jellis,9/3/2016,6.5,3071,3,1,1,50,Northern Metropolitan,8870,510000,Nearby,8
Viewbank,4,h,Miles,9/3/2016,13.8,3084,4,2,2,626,Eastern Metropolitan,2698,910000,Nearby,12
Viewbank,3,h,Miles,9/3/2016,13.8,3084,4,2,2,656,Eastern Metropolitan,2698,960000,Nearby,11
Watsonia,3,h,Darren,9/3/2016,14.9,3087,3,3,1,482,Northern Metropolitan,2329,620000,Nearby,10
West Melbourne,3,t,Jellis,9/3/2016,1.9,3003,3,3,2,50,Northern Metropolitan,2230,1010000,Nearby,11
Williamstown,4,h,hockingstuart,9/3/2016,8,3016,3,2,1,452,Western Metropolitan,6380,1325000,Nearby,10
Williamstown,4,h,Gunn&Co,9/3/2016,8,3016,4,2,1,320,Western Metropolitan,6380,1400000,Nearby,11
Williamstown,3,h,Sweeney,9/3/2016,8,3016,3,3,1,537,Western Metropolitan,6380,920000,Nearby,10
Williamstown,3,h,Greg,9/3/2016,8,3016,3,1,1,507,Western Metropolitan,6380,1535000,Nearby,8
Williamstown North,2,t,Village,9/3/2016,8.9,3016,2,1,1,53,Western Metropolitan,802,500000,Nearby,6
Windsor,2,u,Jellis,9/3/2016,5.1,3181,2,2,1,50,Southern Metropolitan,4380,580000,Nearby,7
Yallambie,3,h,Darren,9/3/2016,15,3085,3,3,1,482,Northern Metropolitan,1369,665000,Moderately close,10
Yallambie,4,h,Barry,9/3/2016,15,3085,4,1,1,530,Northern Metropolitan,1369,700000,Moderately close,10
Yarraville,3,h,Jas,9/3/2016,7,3013,3,2,1,448,Western Metropolitan,6543,1000000,Nearby,9
Yarraville,2,u,hockingstuart,9/3/2016,7,3013,2,2,1,80,Western Metropolitan,6543,640000,Nearby,7
Yarraville,2,h,Village,9/3/2016,7,3013,3,1,2,471,Western Metropolitan,6543,890000,Nearby,8
Yarraville,2,h,Jas,9/3/2016,7,3013,2,1,1,134,Western Metropolitan,6543,760000,Nearby,6
Yarraville,3,h,Village,9/3/2016,7,3013,3,1,0,191,Western Metropolitan,6543,1165000,Nearby,7
Abbotsford,2,h,Biggin,12/3/2016,2.5,3067,2,1,1,202,Northern Metropolitan,4019,1480000,Nearby,6
Airport West,3,h,Nelson,12/3/2016,13.5,3042,3,2,1,50,Western Metropolitan,3464,730000,Nearby,9
Altona,5,h,Greg,12/3/2016,13.8,3018,5,3,3,729,Western Metropolitan,5301,1525000,Nearby,16
Armadale,2,u,Noel,12/3/2016,6.3,3143,2,1,0,861,Southern Metropolitan,4836,550000,Nearby,5
Armadale,3,u,Marshall,12/3/2016,6.3,3143,3,2,2,50,Southern Metropolitan,4836,995000,Nearby,10
Armadale,3,t,Jellis,12/3/2016,6.3,3143,3,2,2,101,Southern Metropolitan,4836,1205000,Nearby,10
Armadale,3,h,Marshall,12/3/2016,6.3,3143,3,3,1,593,Southern Metropolitan,4836,2675000,Nearby,10
Armadale,3,h,Jellis,12/3/2016,6.3,3143,3,2,2,296,Southern Metropolitan,4836,1939000,Nearby,10
Armadale,1,u,Biggin,12/3/2016,6.3,3143,1,1,0,50,Southern Metropolitan,4836,421500,Nearby,3
Armadale,2,u,hockingstuart,12/3/2016,6.3,3143,1,1,1,50,Southern Metropolitan,4836,585000,Nearby,5
Ascot Vale,3,h,Nelson,12/3/2016,5.9,3032,3,1,2,298,Western Metropolitan,6567,940000,Nearby,9
Ascot Vale,2,u,Brad,12/3/2016,5.9,3032,2,1,1,50,Western Metropolitan,6567,467000,Nearby,6
Ashburton,3,h,Jellis,12/3/2016,11,3147,3,2,2,599,Southern Metropolitan,3052,1670000,Nearby,10
Ashburton,3,t,Buxton,12/3/2016,11,3147,3,2,2,203,Southern Metropolitan,3052,955000,Nearby,10
Ashburton,3,t,Fletchers,12/3/2016,11,3147,3,3,4,310,Southern Metropolitan,3052,2050000,Nearby,13
Ashwood,3,h,Woodards,12/3/2016,12.2,3147,3,1,1,842,Southern Metropolitan,2894,1250000,Nearby,8
Avondale Heights,3,t,Nelson,12/3/2016,10.5,3034,3,3,1,557,Western Metropolitan,4502,851000,Nearby,10
Balaclava,2,u,hockingstuart,12/3/2016,6.6,3183,2,1,2,50,Southern Metropolitan,2952,410000,Nearby,7
Balwyn,3,u,Philip,12/3/2016,9.7,3103,3,2,2,206,Southern Metropolitan,5682,1070000,Nearby,10
Balwyn,4,h,Marshall,12/3/2016,9.7,3103,3,3,1,593,Southern Metropolitan,5682,2200000,Nearby,11
Balwyn,4,h,Fletchers,12/3/2016,9.7,3103,3,3,1,593,Southern Metropolitan,5682,2290000,Nearby,11
Balwyn,5,h,RT,12/3/2016,9.7,3103,5,3,2,715,Southern Metropolitan,5682,2570000,Nearby,15
Balwyn,4,h,RW,12/3/2016,9.7,3103,4,2,2,744,Southern Metropolitan,5682,2400000,Nearby,12
Balwyn,3,h,North,12/3/2016,9.7,3103,3,3,2,651,Southern Metropolitan,5682,2200000,Nearby,11
Balwyn,5,h,hockingstuart,12/3/2016,9.7,3103,5,5,2,651,Southern Metropolitan,5682,3250000,Nearby,17
Balwyn,2,u,Noel,12/3/2016,9.7,3103,2,1,1,122,Southern Metropolitan,5682,806000,Nearby,6
Balwyn,6,h,Jellis,12/3/2016,9.7,3103,6,4,7,2051,Southern Metropolitan,5682,4000000,Nearby,23
Balwyn,2,h,Jellis,12/3/2016,9.7,3103,2,2,2,50,Southern Metropolitan,5682,1215000,Nearby,8
Balwyn,5,h,Noel,12/3/2016,9.7,3103,5,3,2,600,Southern Metropolitan,5682,2250000,Nearby,15
Balwyn North,7,h,Barry,12/3/2016,9.2,3104,7,2,0,942,Southern Metropolitan,7809,1350000,Nearby,16
Balwyn North,4,h,Noel,12/3/2016,9.2,3104,4,2,2,647,Southern Metropolitan,7809,1905000,Nearby,12
Balwyn North,5,h,hockingstuart,12/3/2016,9.2,3104,5,4,2,760,Southern Metropolitan,7809,3300000,Nearby,16
Balwyn North,4,h,Fletchers,12/3/2016,9.2,3104,4,2,2,642,Southern Metropolitan,7809,1900000,Nearby,12
Balwyn North,3,h,Marshall,12/3/2016,9.2,3104,3,1,2,888,Southern Metropolitan,7809,2251000,Nearby,9
Balwyn North,3,h,Jellis,12/3/2016,9.2,3104,3,3,1,593,Southern Metropolitan,7809,2160000,Nearby,10
Balwyn North,4,h,RW,12/3/2016,9.2,3104,4,2,2,750,Southern Metropolitan,7809,2205000,Nearby,12
Balwyn North,3,h,hockingstuart,12/3/2016,9.2,3104,3,2,1,347,Southern Metropolitan,7809,1265000,Nearby,9
Bentleigh,2,h,Woodards,12/3/2016,13,3204,2,1,4,730,Southern Metropolitan,6795,1550000,Nearby,9
Bentleigh,4,h,Woodards,12/3/2016,13,3204,4,1,4,786,Southern Metropolitan,6795,1420000,Nearby,13
Bentleigh,3,h,Buxton,12/3/2016,13,3204,3,2,2,613,Southern Metropolitan,6795,1425000,Nearby,10
Bentleigh,2,t,hockingstuart,12/3/2016,13,3204,2,1,1,140,Southern Metropolitan,6795,851000,Nearby,6
Bentleigh East,2,u,hockingstuart,12/3/2016,13.9,3165,2,1,2,281,Southern Metropolitan,10969,746000,Nearby,7
Bentleigh East,4,t,Buxton,12/3/2016,13.9,3165,3,3,1,267,Southern Metropolitan,10969,1250000,Nearby,11
Bentleigh East,1,u,Woodards,12/3/2016,13.9,3165,1,1,1,105,Southern Metropolitan,10969,580000,Nearby,4
Bentleigh East,3,t,Buxton,12/3/2016,13.9,3165,3,3,1,267,Southern Metropolitan,10969,913788,Nearby,10
Bentleigh East,5,h,Buxton,12/3/2016,13.9,3165,5,2,2,683,Southern Metropolitan,10969,1275000,Nearby,14
Bentleigh East,4,t,Buxton,12/3/2016,13.9,3165,3,3,1,267,Southern Metropolitan,10969,1200000,Nearby,11
Bentleigh East,4,h,hockingstuart,12/3/2016,13.9,3165,3,3,1,593,Southern Metropolitan,10969,515000,Nearby,11
Bentleigh East,3,h,C21,12/3/2016,13.9,3165,3,1,2,603,Southern Metropolitan,10969,1206000,Nearby,9
Bentleigh East,4,h,Buxton,12/3/2016,13.9,3165,3,3,1,593,Southern Metropolitan,10969,950000,Nearby,11
Brighton,4,h,Hodges,12/3/2016,11.2,3186,4,2,2,436,Southern Metropolitan,10579,1830000,Nearby,12
Brighton,3,t,Nick,12/3/2016,11.2,3186,3,3,1,267,Southern Metropolitan,10579,1300000,Nearby,10
Brighton,4,h,Marshall,12/3/2016,11.2,3186,4,3,2,836,Southern Metropolitan,10579,3695000,Nearby,13
Brighton,2,u,Hodges,12/3/2016,11.2,3186,2,1,2,50,Southern Metropolitan,10579,536000,Nearby,7
Brighton,4,h,Marshall,12/3/2016,11.2,3186,4,3,2,742,Southern Metropolitan,10579,3700000,Nearby,13
Brighton,4,h,Buxton,12/3/2016,11.2,3186,4,3,2,745,Southern Metropolitan,10579,3775000,Nearby,13
Brighton,3,h,Buxton,12/3/2016,11.2,3186,3,1,2,432,Southern Metropolitan,10579,1975000,Nearby,9
Brighton East,4,t,Marshall,12/3/2016,10.7,3187,3,3,1,267,Southern Metropolitan,6938,1525000,Nearby,11
Brighton East,4,h,hockingstuart,12/3/2016,10.7,3187,4,3,2,618,Southern Metropolitan,6938,1310000,Nearby,13
Brighton East,3,u,RT,12/3/2016,10.7,3187,1,1,1,50,Southern Metropolitan,6938,1465000,Nearby,6
Brighton East,2,h,hockingstuart,12/3/2016,10.7,3187,2,1,2,443,Southern Metropolitan,6938,1250000,Nearby,7
Brighton East,4,h,Marshall,12/3/2016,10.7,3187,4,2,2,674,Southern Metropolitan,6938,2504000,Nearby,12
Brighton East,2,u,hockingstuart,12/3/2016,10.7,3187,2,1,1,50,Southern Metropolitan,6938,700000,Nearby,6
Brighton East,2,u,Buxton,12/3/2016,10.7,3187,2,1,3,305,Southern Metropolitan,6938,750000,Nearby,8
Brunswick,4,h,Jellis,12/3/2016,5.2,3056,4,3,1,238,Northern Metropolitan,11918,1802500,Nearby,12
Brunswick,4,h,Nelson,12/3/2016,5.2,3056,4,3,1,365,Northern Metropolitan,11918,1500000,Nearby,12
Brunswick West,2,u,Nelson,12/3/2016,5.9,3055,2,1,1,50,Northern Metropolitan,7082,320000,Nearby,6
Brunswick West,3,h,Nelson,12/3/2016,5.9,3055,3,1,1,50,Northern Metropolitan,7082,1190000,Nearby,8
Bulleen,4,t,Jellis,12/3/2016,11.8,3105,3,3,1,236,Eastern Metropolitan,4480,930000,Nearby,11
Bulleen,4,h,Jellis,12/3/2016,11.8,3105,4,3,2,410,Eastern Metropolitan,4480,1505000,Nearby,13
Bulleen,3,t,Philip,12/3/2016,11.8,3105,3,3,1,236,Eastern Metropolitan,4480,790000,Nearby,10
Burwood,3,h,Fletchers,12/3/2016,11.7,3125,3,1,2,697,Southern Metropolitan,5678,1390000,Nearby,9
Burwood,3,h,Stockdale,12/3/2016,11.7,3125,3,1,2,773,Southern Metropolitan,5678,1300000,Nearby,9
Burwood,4,h,Ray,12/3/2016,11.7,3125,4,2,2,1145,Southern Metropolitan,5678,1890000,Nearby,12
Burwood,3,u,Ray,12/3/2016,11.7,3125,3,2,2,265,Southern Metropolitan,5678,1022500,Nearby,10
Burwood,3,h,Fletchers,12/3/2016,11.7,3125,3,1,1,662,Southern Metropolitan,5678,1250000,Nearby,8
Camberwell,2,u,Jellis,12/3/2016,7.8,3124,2,1,2,50,Southern Metropolitan,8920,1017000,Nearby,7
Camberwell,2,u,Noel,12/3/2016,7.8,3124,2,1,1,137,Southern Metropolitan,8920,729000,Nearby,6
Camberwell,5,h,Marshall,12/3/2016,7.8,3124,5,4,1,708,Southern Metropolitan,8920,2600000,Nearby,15
Camberwell,3,h,Marshall,12/3/2016,7.8,3124,3,2,2,305,Southern Metropolitan,8920,1650000,Nearby,10
Canterbury,3,h,Marshall,12/3/2016,9,3126,3,1,1,459,Southern Metropolitan,3265,1587500,Nearby,8
Carnegie,2,u,Woodards,12/3/2016,11.4,3163,2,1,1,73,Southern Metropolitan,7822,600000,Nearby,6
Carnegie,3,h,hockingstuart,12/3/2016,11.4,3163,3,1,2,425,Southern Metropolitan,7822,1295000,Nearby,9
Carnegie,4,h,hockingstuart,12/3/2016,11.4,3163,4,2,0,365,Southern Metropolitan,7822,1275000,Nearby,10
Carnegie,3,h,Buxton,12/3/2016,11.4,3163,3,1,1,808,Southern Metropolitan,7822,1620000,Nearby,8
Caulfield,4,t,Gary,12/3/2016,8.9,3162,4,3,2,812,Southern Metropolitan,2379,1600000,Nearby,13
Caulfield,5,h,Gary,12/3/2016,8.9,3162,5,2,2,593,Southern Metropolitan,2379,1665000,Nearby,14
Caulfield South,3,h,hockingstuart,12/3/2016,9.3,3162,3,1,2,451,Southern Metropolitan,5051,1460000,Nearby,9
Caulfield South,1,u,Gary,12/3/2016,9.3,3162,1,1,1,50,Southern Metropolitan,5051,275500,Nearby,4
Chadstone,4,h,Jellis,12/3/2016,13.6,3148,4,2,2,600,Southern Metropolitan,3582,1507000,Nearby,12
Clifton Hill,1,u,Woodards,12/3/2016,3.4,3068,1,1,1,50,Northern Metropolitan,2954,340000,Nearby,4
Coburg,2,t,Nelson,12/3/2016,7.8,3058,2,2,1,145,Northern Metropolitan,11204,655000,Nearby,7
Coburg,3,h,Nelson,12/3/2016,7.8,3058,3,1,0,702,Northern Metropolitan,11204,680000,Nearby,7
Coburg,4,h,Nelson,12/3/2016,7.8,3058,4,1,2,596,Northern Metropolitan,11204,1221000,Nearby,11
Coburg,2,t,Nelson,12/3/2016,7.8,3058,2,2,1,50,Northern Metropolitan,11204,807000,Nearby,7
Coburg,3,h,Del,12/3/2016,7.8,3058,3,1,2,371,Northern Metropolitan,11204,790000,Nearby,9
Coburg,4,h,Nelson,12/3/2016,7.8,3058,4,2,1,295,Northern Metropolitan,11204,955000,Nearby,11
Coburg,2,t,Nelson,12/3/2016,7.8,3058,2,2,1,145,Northern Metropolitan,11204,480000,Nearby,7
Coburg North,3,h,Melbourne,12/3/2016,9.2,3058,3,3,1,482,Northern Metropolitan,3445,751000,Nearby,10
Coburg North,4,h,Nelson,12/3/2016,9.2,3058,4,2,2,661,Northern Metropolitan,3445,895000,Nearby,12
Coburg North,3,h,hockingstuart,12/3/2016,9.2,3058,3,1,0,404,Northern Metropolitan,3445,655000,Nearby,7
Collingwood,3,h,Jellis,12/3/2016,1.6,3066,3,1,0,167,Northern Metropolitan,4553,1260000,Nearby,7
Doncaster,3,h,Barry,12/3/2016,13.9,3108,3,1,4,727,Eastern Metropolitan,9028,1403000,Nearby,11
Doncaster,4,h,Jellis,12/3/2016,13.9,3108,4,2,0,725,Eastern Metropolitan,9028,1408000,Nearby,10
Doncaster,4,t,Barry,12/3/2016,13.9,3108,4,2,2,242,Eastern Metropolitan,9028,855000,Nearby,12
Doncaster,3,h,Barry,12/3/2016,13.9,3108,3,1,1,638,Eastern Metropolitan,9028,1450000,Nearby,8
Doncaster,5,h,Jellis,12/3/2016,13.9,3108,5,2,2,660,Eastern Metropolitan,9028,1461800,Nearby,14
Doncaster,4,h,Barry,12/3/2016,13.9,3108,4,1,2,658,Eastern Metropolitan,9028,1396000,Nearby,11
Elsternwick,3,h,Biggin,12/3/2016,8.5,3185,3,2,2,447,Southern Metropolitan,4898,1625000,Nearby,10
Elsternwick,2,h,Purplebricks,12/3/2016,8.5,3185,2,1,1,221,Southern Metropolitan,4898,906000,Nearby,6
Elsternwick,4,h,hockingstuart,12/3/2016,8.5,3185,4,2,0,147,Southern Metropolitan,4898,1100000,Nearby,10
Elwood,1,u,Biggin,12/3/2016,7.7,3184,1,1,0,50,Southern Metropolitan,8989,392500,Nearby,3
Elwood,2,u,Morleys,12/3/2016,7.7,3184,2,1,1,50,Southern Metropolitan,8989,507000,Nearby,6
Elwood,2,u,Wilson,12/3/2016,7.7,3184,2,1,1,553,Southern Metropolitan,8989,525000,Nearby,6
Elwood,3,h,Chisholm,12/3/2016,7.7,3184,3,1,2,463,Southern Metropolitan,8989,2116000,Nearby,9
Elwood,2,u,Gary,12/3/2016,7.7,3184,2,1,1,50,Southern Metropolitan,8989,750000,Nearby,6
Elwood,1,u,Chisholm,12/3/2016,7.7,3184,1,1,1,50,Southern Metropolitan,8989,510000,Nearby,4
Elwood,2,u,Chisholm,12/3/2016,7.7,3184,2,1,0,50,Southern Metropolitan,8989,599999,Nearby,5
Elwood,1,u,hockingstuart,12/3/2016,7.7,3184,1,1,0,50,Southern Metropolitan,8989,300000,Nearby,3
Essendon,3,h,Barry,12/3/2016,8,3040,3,1,1,445,Western Metropolitan,9264,980000,Nearby,8
Essendon,2,u,Barry,12/3/2016,8,3040,2,2,1,80,Western Metropolitan,9264,531500,Nearby,7
Essendon,3,h,Nelson,12/3/2016,8,3040,3,1,3,688,Western Metropolitan,9264,1295000,Nearby,10
Essendon,4,h,Nelson,12/3/2016,8,3040,4,1,2,733,Western Metropolitan,9264,1900000,Nearby,11
Essendon,2,t,Frank,12/3/2016,8,3040,2,1,2,752,Western Metropolitan,9264,595000,Nearby,7
Fairfield,3,h,McGrath,12/3/2016,5.8,3078,3,1,2,309,Northern Metropolitan,2970,1350000,Nearby,9
Flemington,2,u,Rendina,12/3/2016,4.4,3031,2,1,1,50,Northern Metropolitan,3593,365000,Nearby,6
Flemington,2,t,Jellis,12/3/2016,4.4,3031,2,2,1,145,Northern Metropolitan,3593,553000,Nearby,7
Footscray,4,h,Nelson,12/3/2016,6.4,3011,4,2,1,319,Western Metropolitan,7570,1225000,Nearby,11
Footscray,2,u,Jas,12/3/2016,6.4,3011,2,1,1,50,Western Metropolitan,7570,431000,Nearby,6
Footscray,3,h,Naison,12/3/2016,6.4,3011,3,1,1,292,Western Metropolitan,7570,1003000,Nearby,8
Footscray,3,h,Sweeney,12/3/2016,6.4,3011,3,1,0,164,Western Metropolitan,7570,840000,Nearby,7
Footscray,3,h,Village,12/3/2016,6.4,3011,3,2,0,497,Western Metropolitan,7570,1362000,Nearby,8
Footscray,4,h,Village,12/3/2016,6.4,3011,4,2,1,154,Western Metropolitan,7570,977000,Nearby,11
Glen Iris,4,h,Marshall,12/3/2016,9.2,3146,4,2,2,868,Southern Metropolitan,10412,1800000,Nearby,12
Glen Iris,1,u,hockingstuart,12/3/2016,9.2,3146,1,1,1,50,Southern Metropolitan,10412,350000,Nearby,4
Glen Iris,3,h,J,12/3/2016,9.2,3146,3,3,1,593,Southern Metropolitan,10412,2260000,Nearby,10
Glen Iris,3,t,Noel,12/3/2016,9.2,3146,3,3,1,267,Southern Metropolitan,10412,1753000,Nearby,10
Glen Iris,4,h,J,12/3/2016,9.2,3146,4,2,1,739,Southern Metropolitan,10412,1998000,Nearby,11
Glenroy,3,h,Walshe,12/3/2016,13,3046,3,1,3,640,Northern Metropolitan,8870,610000,Nearby,10
Glenroy,3,h,Nelson,12/3/2016,13,3046,3,1,1,336,Northern Metropolitan,8870,500000,Nearby,8
Glenroy,3,h,Stockdale,12/3/2016,13,3046,3,3,1,482,Northern Metropolitan,8870,800000,Nearby,10
Glenroy,3,h,Barry,12/3/2016,13,3046,3,1,2,766,Northern Metropolitan,8870,806500,Nearby,9
Glenroy,5,h,Barry,12/3/2016,13,3046,5,3,2,700,Northern Metropolitan,8870,1150000,Nearby,15
Hadfield,2,h,Eview,12/3/2016,12.1,3046,2,1,1,394,Northern Metropolitan,2606,610000,Nearby,6
Hadfield,3,h,YPA,12/3/2016,12.1,3046,3,1,1,604,Northern Metropolitan,2606,630000,Nearby,8
Hadfield,4,h,Barry,12/3/2016,12.1,3046,4,3,5,591,Northern Metropolitan,2606,870000,Nearby,16
Hampton,2,h,Buxton,12/3/2016,13.7,3188,3,3,1,593,Southern Metropolitan,5454,1871000,Nearby,9
Hampton,4,h,Hodges,12/3/2016,13.7,3188,4,2,3,688,Southern Metropolitan,5454,2140000,Nearby,13
Hampton,4,h,Marshall,12/3/2016,13.7,3188,4,2,2,607,Southern Metropolitan,5454,1600000,Nearby,12
Hampton,3,t,Marshall,12/3/2016,13.7,3188,3,2,3,1402,Southern Metropolitan,5454,2200000,Nearby,11
Hampton,3,h,Ray,12/3/2016,13.7,3188,3,1,2,289,Southern Metropolitan,5454,1003500,Nearby,9
Hampton,2,u,Buxton,12/3/2016,13.7,3188,2,1,1,50,Southern Metropolitan,5454,802000,Nearby,6
Hampton,4,t,Buxton,12/3/2016,13.7,3188,4,1,1,692,Southern Metropolitan,5454,1500000,Nearby,10
Hampton,4,h,Hodges,12/3/2016,13.7,3188,4,2,2,664,Southern Metropolitan,5454,1686500,Nearby,12
Hawthorn,3,h,Jellis,12/3/2016,4.6,3122,3,2,3,1038,Southern Metropolitan,11308,5100000,Nearby,11
Hawthorn,4,h,Jellis,12/3/2016,4.6,3122,4,2,1,336,Southern Metropolitan,11308,2670000,Nearby,11
Hawthorn,3,h,Jellis,12/3/2016,4.6,3122,3,1,0,228,Southern Metropolitan,11308,1480000,Nearby,7
Hawthorn,1,u,Woodards,12/3/2016,4.6,3122,1,1,1,50,Southern Metropolitan,11308,348000,Nearby,4
Hawthorn,1,u,Fletchers,12/3/2016,4.6,3122,1,1,0,50,Southern Metropolitan,11308,320000,Nearby,3
Hawthorn,3,u,Marshall,12/3/2016,4.6,3122,3,1,1,181,Southern Metropolitan,11308,1189000,Nearby,8
Heidelberg West,3,h,William,12/3/2016,9.4,3081,3,1,1,523,Eastern Metropolitan,2674,560000,Nearby,8
Heidelberg West,2,h,Miles,12/3/2016,9.4,3081,2,1,3,602,Eastern Metropolitan,2674,735000,Nearby,8
Hughesdale,3,h,Ray,12/3/2016,13,3166,3,3,1,593,Southern Metropolitan,3145,1490000,Nearby,10
Hughesdale,3,h,Ray,12/3/2016,13,3166,3,1,1,705,Southern Metropolitan,3145,1340000,Nearby,8
Ivanhoe,2,u,Miles,12/3/2016,7.9,3079,2,1,1,50,Eastern Metropolitan,5549,430000,Nearby,6
Ivanhoe,1,u,Miles,12/3/2016,7.9,3079,1,1,0,75,Eastern Metropolitan,5549,460000,Nearby,3
Ivanhoe,4,h,Nelson,12/3/2016,7.9,3079,4,3,2,610,Eastern Metropolitan,5549,1601000,Nearby,13
Kealba,4,h,Barry,12/3/2016,15,3021,4,2,2,558,Western Metropolitan,1202,740000,Moderately close,12
Keilor East,3,t,Barry,12/3/2016,12.8,3033,3,2,1,331,Western Metropolitan,5629,770000,Nearby,9
Keilor East,3,t,Nelson,12/3/2016,12.8,3033,3,2,1,184,Western Metropolitan,5629,480000,Nearby,9
Keilor East,3,h,Nelson,12/3/2016,12.8,3033,3,1,2,610,Western Metropolitan,5629,590000,Nearby,9
Keilor East,4,h,Nelson,12/3/2016,12.8,3033,4,2,1,289,Western Metropolitan,5629,900000,Nearby,11
Kensington,2,h,Jellis,12/3/2016,4.2,3031,2,1,0,150,Northern Metropolitan,5263,775000,Nearby,5
Kew,2,u,Reach,12/3/2016,5.6,3101,2,2,1,50,Southern Metropolitan,10331,562500,Nearby,7
Kew,2,u,Jellis,12/3/2016,5.6,3101,2,1,1,50,Southern Metropolitan,10331,520000,Nearby,6
Kew,4,h,Jellis,12/3/2016,5.6,3101,3,3,1,593,Southern Metropolitan,10331,2250000,Nearby,11
Kew,5,h,Marshall,12/3/2016,5.6,3101,5,3,2,853,Southern Metropolitan,10331,4350000,Nearby,15
Maidstone,2,u,Burnham,12/3/2016,9.2,3012,2,1,1,1972,Western Metropolitan,3873,275000,Nearby,6
Maidstone,2,h,Jas,12/3/2016,9.2,3012,2,1,0,163,Western Metropolitan,3873,711000,Nearby,5
Maidstone,3,t,Biggin,12/3/2016,9.2,3012,3,2,2,214,Western Metropolitan,3873,640000,Nearby,10
Malvern,2,u,Jellis,12/3/2016,7.4,3144,1,1,1,50,Southern Metropolitan,4675,2660000,Nearby,5
Malvern East,3,u,Noel,12/3/2016,11.2,3145,3,1,2,317,Southern Metropolitan,8801,980000,Nearby,9
Malvern East,4,h,Marshall,12/3/2016,11.2,3145,3,3,1,593,Southern Metropolitan,8801,2055000,Nearby,11
Malvern East,4,h,hockingstuart,12/3/2016,11.2,3145,4,2,2,758,Southern Metropolitan,8801,2400000,Nearby,12
Malvern East,4,h,Marshall,12/3/2016,11.2,3145,4,2,3,50,Southern Metropolitan,8801,2355000,Nearby,13
Malvern East,2,h,Biggin,12/3/2016,11.2,3145,2,1,1,310,Southern Metropolitan,8801,1036000,Nearby,6
Malvern East,4,h,Marshall,12/3/2016,11.2,3145,4,3,2,611,Southern Metropolitan,8801,1301000,Nearby,13
Malvern East,3,h,Marshall,12/3/2016,11.2,3145,3,3,1,376,Southern Metropolitan,8801,2273000,Nearby,10
Malvern East,5,h,Jellis,12/3/2016,11.2,3145,5,2,2,567,Southern Metropolitan,8801,2350000,Nearby,14
Maribyrnong,3,t,Biggin,12/3/2016,8.7,3032,2,2,1,200,Western Metropolitan,4918,800000,Nearby,8
Maribyrnong,3,h,Nelson,12/3/2016,8.7,3032,3,2,2,392,Western Metropolitan,4918,870000,Nearby,10
